cost,datetime,category
5.61,1/10/2023,Travel
10.09,1/19/2023,Electronics
2.70,10/6/2023,Clothing
1.47,7/10/2023,Market
23.79,6/14/2023,Travel
4.13,6/21/2023,Travel
10.74,7/12/2023,Electronics
4.53,4/25/2023,Market
0.42,9/18/2023,Restaurant
5.90,6/28/2023,Electronics
1.05,6/21/2023,Restaurant
3.15,8/19/2023,Clothing
3.05,3/14/2023,Clothing
1.15,10/4/2023,Restaurant
5.15,3/14/2023,Market
0.95,6/9/2023,Restaurant
5.89,5/22/2023,Electronics
0.39,4/21/2023,Restaurant
28.83,1/16/2023,Travel
11.05,7/15/2023,Electronics
1.11,8/22/2023,Cosmetic
2.14,7/22/2023,Clothing
5.18,8/19/2023,Market
28.74,2/20/2023,Travel
1.22,5/24/2023,Cosmetic
2.72,4/12/2023,Clothing
9.78,8/10/2023,Travel
0.41,7/2/2023,Restaurant
1.23,7/27/2023,Clothing
1.00,10/2/2023,Restaurant
7.08,8/11/2023,Electronics
4.06,9/8/2023,Market
1.20,7/24/2023,Market
11.65,5/31/2023,Electronics
3.14,8/26/2023,Clothing
0.16,7/29/2023,Restaurant
0.68,3/8/2023,Restaurant
23.11,8/13/2023,Travel
3.52,8/22/2023,Clothing
9.63,9/16/2023,Travel
22.24,9/18/2023,Travel
0.69,6/21/2023,Clothing
2.59,6/5/2023,Market
0.89,2/2/2023,Restaurant
5.11,1/12/2023,Electronics
3.44,8/9/2023,Clothing
1.94,6/21/2023,Electronics
3.36,7/4/2023,Clothing
2.05,2/6/2023,Cosmetic
0.44,4/2/2023,Clothing
1.16,4/20/2023,Restaurant
1.69,1/2/2023,Cosmetic
0.66,2/17/2023,Restaurant
23.13,8/25/2023,Travel
0.99,1/6/2023,Restaurant
21.81,4/3/2023,Travel
0.75,10/13/2023,Restaurant
26.56,5/11/2023,Travel
0.98,3/1/2023,Restaurant
0.47,9/23/2023,Restaurant
0.83,5/18/2023,Restaurant
8.88,3/1/2023,Electronics
2.06,2/13/2023,Clothing
1.10,2/8/2023,Clothing
0.99,8/8/2023,Cosmetic
2.27,7/7/2023,Cosmetic
0.97,4/8/2023,Clothing
5.07,5/18/2023,Electronics
0.88,8/28/2023,Restaurant
11.20,4/5/2023,Electronics
2.01,6/8/2023,Cosmetic
1.68,5/12/2023,Cosmetic
1.38,7/27/2023,Clothing
2.21,3/30/2023,Cosmetic
2.33,6/4/2023,Cosmetic
1.16,5/27/2023,Restaurant
27.44,5/17/2023,Travel
0.43,4/15/2023,Restaurant
0.68,7/15/2023,Restaurant
1.05,8/31/2023,Restaurant
2.97,1/11/2023,Clothing
1.09,8/19/2023,Market
2.15,3/22/2023,Market
6.70,7/20/2023,Electronics
9.71,2/8/2023,Electronics
0.76,7/15/2023,Cosmetic
26.92,6/2/2023,Travel
2.75,9/14/2023,Electronics
3.28,10/13/2023,Clothing
0.32,6/9/2023,Clothing
0.17,3/16/2023,Restaurant
3.60,2/13/2023,Travel
0.99,9/4/2023,Electronics
11.38,2/23/2023,Electronics
3.56,9/8/2023,Travel
1.79,9/25/2023,Cosmetic
1.71,9/18/2023,Electronics
0.55,8/11/2023,Cosmetic
3.52,4/17/2023,Clothing
0.99,2/23/2023,Restaurant
7.70,4/11/2023,Electronics
11.40,8/1/2023,Electronics
0.58,3/17/2023,Cosmetic
12.43,9/11/2023,Travel
2.65,1/24/2023,Electronics
0.31,2/10/2023,Restaurant
11.37,4/3/2023,Electronics
0.45,6/1/2023,Cosmetic
4.46,4/23/2023,Electronics
9.16,5/28/2023,Electronics
7.25,6/27/2023,Travel
0.14,4/27/2023,Cosmetic
8.09,7/16/2023,Electronics
3.95,7/22/2023,Travel
3.31,7/27/2023,Clothing
5.53,7/19/2023,Travel
10.72,8/27/2023,Electronics
0.34,4/13/2023,Cosmetic
1.65,8/5/2023,Cosmetic
0.27,1/16/2023,Market
0.41,5/6/2023,Restaurant
3.37,8/9/2023,Market
2.12,4/23/2023,Clothing
16.17,6/29/2023,Travel
21.71,5/15/2023,Travel
0.42,7/27/2023,Restaurant
3.44,8/5/2023,Electronics
4.80,3/12/2023,Market
20.32,8/2/2023,Travel
0.72,6/19/2023,Restaurant
11.15,3/5/2023,Electronics
6.32,9/26/2023,Electronics
11.46,6/7/2023,Electronics
5.72,6/25/2023,Market
3.10,6/20/2023,Clothing
10.52,2/27/2023,Electronics
3.01,6/1/2023,Electronics
2.01,6/7/2023,Electronics
0.62,7/1/2023,Restaurant
0.34,7/30/2023,Cosmetic
2.35,1/30/2023,Cosmetic
0.74,8/14/2023,Restaurant
1.47,2/6/2023,Clothing
10.00,7/11/2023,Electronics
4.60,1/12/2023,Market
1.22,2/18/2023,Market
2.00,2/19/2023,Cosmetic
15.55,6/30/2023,Travel
16.75,3/28/2023,Travel
0.83,2/23/2023,Restaurant
1.97,9/22/2023,Cosmetic
0.90,7/7/2023,Cosmetic
4.29,4/30/2023,Electronics
2.88,6/22/2023,Clothing
4.00,8/13/2023,Travel
5.11,1/25/2023,Market
3.14,2/22/2023,Clothing
1.03,5/6/2023,Clothing
0.48,9/20/2023,Restaurant
5.26,9/22/2023,Electronics
2.92,3/27/2023,Electronics
30.04,5/25/2023,Travel
1.11,8/23/2023,Clothing
3.26,3/2/2023,Clothing
1.91,8/7/2023,Clothing
29.65,9/6/2023,Travel
10.31,7/18/2023,Electronics
3.80,1/14/2023,Travel
0.41,7/23/2023,Restaurant
2.01,9/18/2023,Cosmetic
8.68,3/25/2023,Electronics
21.97,4/23/2023,Travel
2.03,7/8/2023,Cosmetic
1.92,7/2/2023,Cosmetic
1.58,3/25/2023,Clothing
10.21,6/13/2023,Electronics
1.74,5/27/2023,Market
0.71,3/6/2023,Cosmetic
32.26,3/26/2023,Travel
0.40,3/19/2023,Cosmetic
2.69,9/6/2023,Market
20.80,9/30/2023,Travel
1.57,6/10/2023,Clothing
1.02,8/28/2023,Market
11.08,3/12/2023,Travel
3.20,8/7/2023,Clothing
2.78,10/4/2023,Clothing
2.35,2/8/2023,Market
2.85,10/6/2023,Clothing
2.25,8/26/2023,Market
0.38,9/21/2023,Cosmetic
0.44,6/6/2023,Restaurant
10.75,3/3/2023,Electronics
2.86,7/31/2023,Travel
2.08,1/9/2023,Cosmetic
26.31,9/2/2023,Travel
27.88,8/5/2023,Travel
19.72,3/7/2023,Travel
32.40,2/1/2023,Travel
2.93,3/17/2023,Clothing
0.46,3/18/2023,Cosmetic
31.93,1/9/2023,Travel
0.46,5/1/2023,Restaurant
0.68,8/6/2023,Restaurant
1.87,4/14/2023,Electronics
0.17,9/18/2023,Restaurant
0.29,8/2/2023,Restaurant
0.81,6/19/2023,Restaurant
1.42,1/29/2023,Cosmetic
2.07,1/16/2023,Market
22.06,2/11/2023,Travel
0.50,2/13/2023,Restaurant
23.29,8/18/2023,Travel
3.06,7/12/2023,Market
1.30,8/4/2023,Market
19.08,4/17/2023,Travel
1.52,8/25/2023,Cosmetic
29.29,6/13/2023,Travel
0.77,6/29/2023,Restaurant
0.61,8/28/2023,Cosmetic
1.61,9/16/2023,Market
6.22,1/10/2023,Electronics
0.84,7/12/2023,Restaurant
7.57,3/27/2023,Electronics
4.80,7/21/2023,Travel
0.93,10/9/2023,Clothing
0.83,2/14/2023,Restaurant
23.27,6/11/2023,Travel
1.23,2/26/2023,Cosmetic
0.98,3/14/2023,Clothing
0.22,3/8/2023,Restaurant
6.84,6/11/2023,Travel
1.16,4/30/2023,Restaurant
0.83,7/7/2023,Restaurant
1.14,8/17/2023,Restaurant
0.87,2/17/2023,Clothing
1.25,3/28/2023,Cosmetic
2.37,4/2/2023,Clothing
2.36,2/22/2023,Clothing
4.96,8/29/2023,Electronics
3.13,5/2/2023,Market
0.40,7/26/2023,Clothing
1.24,9/24/2023,Clothing
0.48,6/13/2023,Restaurant
24.45,8/3/2023,Travel
0.65,1/9/2023,Clothing
3.16,7/17/2023,Clothing
1.68,3/23/2023,Clothing
1.17,1/19/2023,Market
1.25,9/15/2023,Market
0.68,9/8/2023,Restaurant
0.97,8/10/2023,Restaurant
4.27,5/12/2023,Market
6.13,6/29/2023,Electronics
1.10,5/17/2023,Restaurant
1.92,8/18/2023,Cosmetic
18.89,5/23/2023,Travel
8.47,8/1/2023,Electronics
0.29,10/13/2023,Cosmetic
0.20,8/15/2023,Restaurant
23.04,8/22/2023,Travel
17.14,2/28/2023,Travel
16.64,10/8/2023,Travel
20.88,7/31/2023,Travel
3.68,10/11/2023,Market
11.26,4/9/2023,Electronics
4.87,4/28/2023,Market
1.09,7/8/2023,Restaurant
0.93,2/4/2023,Cosmetic
1.25,9/3/2023,Clothing
9.07,1/25/2023,Travel
5.74,1/21/2023,Market
2.84,3/18/2023,Electronics
0.96,7/24/2023,Cosmetic
22.26,8/6/2023,Travel
0.30,10/8/2023,Restaurant
2.83,3/20/2023,Clothing
1.58,8/13/2023,Clothing
0.15,1/7/2023,Restaurant
15.49,8/2/2023,Travel
11.16,5/4/2023,Travel
28.26,10/6/2023,Travel
1.81,4/12/2023,Clothing
5.97,7/12/2023,Travel
4.92,2/1/2023,Market
2.37,6/12/2023,Market
1.29,2/4/2023,Clothing
14.08,4/9/2023,Travel
6.37,4/5/2023,Electronics
0.54,6/1/2023,Cosmetic
0.73,1/7/2023,Cosmetic
3.89,5/21/2023,Electronics
0.23,1/31/2023,Market
10.73,7/25/2023,Travel
0.45,8/18/2023,Restaurant
1.03,3/7/2023,Restaurant
4.78,9/21/2023,Market
2.05,6/14/2023,Electronics
1.14,3/22/2023,Clothing
1.03,5/20/2023,Restaurant
2.84,3/19/2023,Market
0.13,9/6/2023,Restaurant
0.26,5/11/2023,Market
5.77,3/17/2023,Travel
5.40,4/11/2023,Market
10.07,10/6/2023,Travel
1.61,3/9/2023,Cosmetic
3.88,6/30/2023,Electronics
10.90,9/20/2023,Travel
6.60,2/28/2023,Travel
3.14,2/19/2023,Clothing
2.72,10/14/2023,Clothing
19.60,5/8/2023,Travel
0.44,3/10/2023,Cosmetic
1.15,4/26/2023,Restaurant
2.90,9/29/2023,Clothing
1.21,3/14/2023,Clothing
2.52,5/28/2023,Clothing
0.79,4/13/2023,Restaurant
0.29,5/31/2023,Market
0.66,9/21/2023,Cosmetic
1.65,1/1/2023,Clothing
8.34,3/4/2023,Electronics
0.17,3/29/2023,Restaurant
4.47,5/11/2023,Market
8.73,5/23/2023,Travel
2.84,9/7/2023,Market
1.79,1/6/2023,Cosmetic
2.16,10/5/2023,Cosmetic
4.71,4/22/2023,Market
6.87,6/8/2023,Travel
5.36,6/28/2023,Market
17.13,2/27/2023,Travel
0.95,5/4/2023,Restaurant
2.22,9/2/2023,Market
0.93,7/11/2023,Restaurant
1.64,1/25/2023,Clothing
1.10,4/7/2023,Clothing
0.62,6/5/2023,Restaurant
33.39,4/25/2023,Travel
0.29,5/9/2023,Restaurant
2.35,1/21/2023,Clothing
0.30,8/18/2023,Cosmetic
32.64,1/23/2023,Travel
10.49,3/8/2023,Electronics
2.74,6/19/2023,Clothing
2.69,8/18/2023,Electronics
31.51,6/27/2023,Travel
0.71,6/17/2023,Restaurant
5.13,1/22/2023,Market
1.10,1/30/2023,Clothing
2.22,10/4/2023,Clothing
11.52,4/7/2023,Electronics
0.46,4/16/2023,Cosmetic
16.67,8/10/2023,Travel
2.92,5/16/2023,Market
0.93,5/10/2023,Restaurant
22.32,9/2/2023,Travel
3.09,2/12/2023,Electronics
21.14,8/27/2023,Travel
0.56,6/4/2023,Restaurant
0.84,10/14/2023,Restaurant
0.69,6/25/2023,Restaurant
5.27,4/7/2023,Market
4.24,8/28/2023,Market
19.34,5/11/2023,Travel
0.24,8/15/2023,Cosmetic
0.64,9/14/2023,Restaurant
2.31,5/26/2023,Clothing
1.01,6/23/2023,Cosmetic
2.81,6/18/2023,Clothing
3.12,5/10/2023,Market
1.16,1/11/2023,Electronics
5.69,5/13/2023,Market
0.23,5/24/2023,Restaurant
3.23,3/22/2023,Clothing
0.64,3/1/2023,Cosmetic
0.12,4/5/2023,Restaurant
4.30,1/11/2023,Market
3.55,6/9/2023,Market
33.83,2/24/2023,Travel
1.44,1/24/2023,Travel
0.36,3/25/2023,Cosmetic
0.36,3/30/2023,Restaurant
11.70,4/20/2023,Electronics
1.17,2/17/2023,Clothing
1.25,9/11/2023,Travel
7.35,1/16/2023,Electronics
0.96,3/19/2023,Restaurant
0.79,2/16/2023,Clothing
4.53,7/3/2023,Electronics
1.17,6/28/2023,Restaurant
1.41,3/23/2023,Cosmetic
1.67,3/18/2023,Cosmetic
17.02,4/4/2023,Travel
1.49,9/29/2023,Market
0.82,6/5/2023,Clothing
0.78,9/4/2023,Restaurant
0.50,7/9/2023,Restaurant
34.43,4/8/2023,Travel
24.51,7/3/2023,Travel
0.35,8/20/2023,Restaurant
0.70,8/29/2023,Restaurant
1.02,2/5/2023,Cosmetic
0.47,7/27/2023,Restaurant
2.49,6/10/2023,Market
0.88,5/24/2023,Clothing
11.08,5/29/2023,Electronics
4.02,1/24/2023,Electronics
7.62,6/30/2023,Electronics
5.80,1/10/2023,Market
0.36,5/5/2023,Clothing
19.45,4/29/2023,Travel
13.64,7/13/2023,Travel
3.40,6/4/2023,Clothing
9.42,5/10/2023,Electronics
1.13,9/24/2023,Cosmetic
14.73,2/11/2023,Travel
34.10,1/21/2023,Travel
34.67,3/12/2023,Travel
5.52,1/29/2023,Market
5.40,7/30/2023,Market
0.91,3/4/2023,Cosmetic
2.02,1/14/2023,Cosmetic
0.33,7/19/2023,Market
4.29,4/20/2023,Market
0.41,2/25/2023,Restaurant
0.81,7/7/2023,Cosmetic
1.20,2/22/2023,Electronics
23.26,1/25/2023,Travel
0.59,8/11/2023,Clothing
20.89,6/29/2023,Travel
0.65,9/30/2023,Restaurant
1.03,1/3/2023,Restaurant
2.67,4/2/2023,Clothing
2.98,1/8/2023,Electronics
0.46,4/15/2023,Restaurant
9.64,3/23/2023,Electronics
31.27,8/31/2023,Travel
4.71,9/16/2023,Market
0.53,4/2/2023,Cosmetic
2.23,10/9/2023,Clothing
2.26,1/1/2023,Cosmetic
3.82,5/29/2023,Electronics
5.04,6/27/2023,Market
0.16,9/13/2023,Restaurant
8.49,6/10/2023,Electronics
11.52,10/3/2023,Electronics
0.79,7/22/2023,Market
19.15,3/14/2023,Travel
5.07,8/27/2023,Travel
2.32,9/13/2023,Clothing
4.45,7/12/2023,Market
1.99,8/20/2023,Clothing
1.57,3/23/2023,Cosmetic
0.51,2/1/2023,Clothing
0.78,7/2/2023,Clothing
2.28,8/10/2023,Clothing
1.02,5/25/2023,Restaurant
11.37,5/23/2023,Electronics
0.55,2/12/2023,Restaurant
0.14,2/22/2023,Market
2.54,6/20/2023,Market
1.10,6/13/2023,Cosmetic
1.10,1/10/2023,Cosmetic
0.17,3/15/2023,Market
32.47,1/21/2023,Travel
7.97,7/24/2023,Travel
1.06,3/17/2023,Market
1.05,1/19/2023,Cosmetic
2.86,6/3/2023,Electronics
2.07,10/10/2023,Cosmetic
5.88,9/21/2023,Market
1.14,1/28/2023,Clothing
10.16,2/6/2023,Electronics
1.10,3/2/2023,Restaurant
2.18,9/26/2023,Cosmetic
2.84,4/5/2023,Clothing
3.32,4/27/2023,Market
0.52,8/9/2023,Restaurant
1.49,8/24/2023,Market
1.47,1/21/2023,Cosmetic
7.59,5/9/2023,Electronics
1.78,1/24/2023,Market
1.67,7/27/2023,Market
8.71,5/1/2023,Travel
3.35,5/13/2023,Market
5.62,4/25/2023,Market
14.99,8/17/2023,Travel
11.31,6/19/2023,Electronics
1.92,3/21/2023,Cosmetic
4.66,4/6/2023,Travel
0.28,7/1/2023,Clothing
3.99,4/3/2023,Market
0.46,4/28/2023,Restaurant
1.33,7/8/2023,Market
2.36,6/16/2023,Clothing
0.73,5/16/2023,Cosmetic
2.23,2/20/2023,Market
0.16,5/26/2023,Cosmetic
0.24,2/11/2023,Clothing
0.50,2/2/2023,Cosmetic
0.20,10/10/2023,Restaurant
1.44,6/21/2023,Cosmetic
2.32,7/18/2023,Clothing
4.43,10/12/2023,Market
1.85,5/18/2023,Market
1.35,1/30/2023,Cosmetic
4.17,7/15/2023,Electronics
1.46,8/12/2023,Clothing
10.31,4/25/2023,Electronics
2.17,6/14/2023,Electronics
2.45,6/20/2023,Market
0.99,1/4/2023,Restaurant
4.67,5/24/2023,Electronics
4.91,4/29/2023,Market
7.75,2/7/2023,Electronics
1.05,7/22/2023,Market
11.62,4/13/2023,Travel
6.52,1/1/2023,Electronics
7.15,5/29/2023,Electronics
1.66,8/23/2023,Electronics
8.54,3/12/2023,Electronics
0.96,5/14/2023,Clothing
1.23,7/28/2023,Cosmetic
1.72,5/17/2023,Cosmetic
1.07,1/13/2023,Restaurant
2.54,6/11/2023,Clothing
2.52,1/24/2023,Electronics
0.26,7/22/2023,Restaurant
5.58,7/6/2023,Electronics
16.38,2/26/2023,Travel
0.55,2/7/2023,Cosmetic
31.11,9/1/2023,Travel
1.71,7/16/2023,Clothing
2.95,6/16/2023,Clothing
13.36,3/23/2023,Travel
0.53,9/2/2023,Cosmetic
5.58,6/2/2023,Electronics
2.22,3/26/2023,Clothing
3.02,6/6/2023,Clothing
2.24,2/27/2023,Cosmetic
9.58,2/13/2023,Electronics
3.25,7/16/2023,Market
10.03,7/12/2023,Electronics
5.47,1/17/2023,Electronics
1.96,9/21/2023,Cosmetic
2.12,9/15/2023,Market
1.52,1/15/2023,Market
2.87,6/1/2023,Clothing
1.02,5/22/2023,Cosmetic
0.99,2/15/2023,Restaurant
34.72,4/25/2023,Travel
1.11,4/26/2023,Restaurant
0.46,5/15/2023,Restaurant
5.36,6/6/2023,Market
0.69,8/7/2023,Market
9.10,8/14/2023,Electronics
1.16,5/17/2023,Electronics
1.80,1/13/2023,Travel
1.14,4/1/2023,Restaurant
11.02,5/31/2023,Electronics
1.82,9/7/2023,Cosmetic
0.71,8/15/2023,Clothing
5.58,2/13/2023,Market
1.14,2/4/2023,Restaurant
1.16,1/30/2023,Restaurant
0.94,10/8/2023,Restaurant
0.87,9/3/2023,Cosmetic
1.87,3/1/2023,Cosmetic
6.55,8/11/2023,Electronics
27.76,4/20/2023,Travel
0.26,7/9/2023,Restaurant
2.96,5/21/2023,Clothing
0.44,9/17/2023,Cosmetic
2.11,6/26/2023,Cosmetic
4.71,2/14/2023,Market
0.16,7/28/2023,Restaurant
1.06,6/25/2023,Clothing
0.36,7/12/2023,Cosmetic
2.35,7/1/2023,Travel
1.60,5/24/2023,Clothing
0.65,7/23/2023,Restaurant
5.05,4/25/2023,Electronics
4.62,9/2/2023,Market
0.09,3/5/2023,Market
7.33,7/18/2023,Electronics
1.71,10/6/2023,Clothing
4.61,4/28/2023,Travel
2.17,5/8/2023,Clothing
3.19,8/4/2023,Clothing
1.81,3/23/2023,Cosmetic
3.08,7/24/2023,Clothing
1.21,8/19/2023,Market
4.62,7/5/2023,Electronics
4.10,2/18/2023,Market
0.69,6/29/2023,Market
0.22,9/25/2023,Cosmetic
0.48,1/6/2023,Cosmetic
9.77,2/26/2023,Electronics
0.64,3/19/2023,Restaurant
1.21,5/26/2023,Market
0.62,1/7/2023,Market
6.61,2/4/2023,Electronics
0.91,7/23/2023,Market
1.80,10/1/2023,Cosmetic
0.78,7/6/2023,Restaurant
1.11,8/19/2023,Restaurant
21.05,9/12/2023,Travel
0.93,5/28/2023,Restaurant
5.60,3/23/2023,Market
6.34,7/7/2023,Electronics
0.71,5/26/2023,Clothing
11.70,5/20/2023,Electronics
0.10,9/11/2023,Market
25.16,2/10/2023,Travel
1.49,3/17/2023,Cosmetic
33.84,1/14/2023,Travel
1.04,3/8/2023,Restaurant
4.47,4/28/2023,Electronics
22.79,7/6/2023,Travel
0.73,1/12/2023,Restaurant
0.36,2/15/2023,Market
1.05,7/24/2023,Clothing
0.32,8/25/2023,Clothing
1.26,5/20/2023,Cosmetic
0.11,3/30/2023,Market
0.43,8/6/2023,Restaurant
0.59,3/8/2023,Restaurant
1.12,7/15/2023,Cosmetic
33.97,10/12/2023,Travel
3.64,6/23/2023,Market
8.47,7/25/2023,Electronics
3.29,9/4/2023,Electronics
9.63,8/10/2023,Electronics
2.51,3/18/2023,Clothing
5.49,3/10/2023,Electronics
0.37,4/30/2023,Cosmetic
0.54,4/14/2023,Restaurant
7.08,3/20/2023,Electronics
9.88,8/22/2023,Travel
4.88,9/18/2023,Market
2.19,5/8/2023,Clothing
3.32,6/26/2023,Market
27.44,1/5/2023,Travel
1.02,1/29/2023,Restaurant
33.47,4/6/2023,Travel
0.73,5/16/2023,Restaurant
0.28,9/21/2023,Restaurant
0.36,4/30/2023,Restaurant
1.59,10/6/2023,Cosmetic
0.51,9/20/2023,Cosmetic
11.18,6/19/2023,Electronics
1.39,9/20/2023,Clothing
1.01,1/24/2023,Clothing
0.81,1/22/2023,Cosmetic
9.58,2/27/2023,Electronics
5.64,3/22/2023,Market
1.34,5/17/2023,Clothing
20.15,2/17/2023,Travel
3.04,2/20/2023,Clothing
18.30,9/7/2023,Travel
19.02,4/7/2023,Travel
9.07,1/5/2023,Electronics
0.50,7/2/2023,Restaurant
0.77,6/7/2023,Electronics
3.38,5/24/2023,Clothing
1.75,2/16/2023,Cosmetic
2.13,7/24/2023,Cosmetic
0.43,9/1/2023,Market
0.37,7/22/2023,Restaurant
1.83,10/13/2023,Market
8.39,8/18/2023,Electronics
0.52,6/1/2023,Clothing
1.22,10/9/2023,Cosmetic
0.90,1/24/2023,Restaurant
3.17,7/8/2023,Clothing
3.23,7/22/2023,Clothing
14.08,9/19/2023,Travel
2.49,9/8/2023,Clothing
2.03,5/15/2023,Cosmetic
0.77,5/15/2023,Cosmetic
0.57,4/1/2023,Restaurant
0.81,1/18/2023,Restaurant
1.49,6/25/2023,Clothing
1.59,6/28/2023,Cosmetic
29.71,8/30/2023,Travel
10.78,2/8/2023,Electronics
1.06,3/28/2023,Restaurant
1.93,3/24/2023,Clothing
1.84,6/25/2023,Clothing
1.05,3/7/2023,Restaurant
1.96,8/20/2023,Cosmetic
0.25,4/11/2023,Clothing
5.03,5/9/2023,Market
4.39,3/3/2023,Electronics
1.12,3/13/2023,Restaurant
14.39,5/28/2023,Travel
0.94,2/15/2023,Market
0.20,9/13/2023,Cosmetic
1.24,2/21/2023,Cosmetic
4.44,4/3/2023,Market
5.85,4/2/2023,Market
2.47,3/8/2023,Clothing
0.33,4/13/2023,Restaurant
2.18,1/21/2023,Clothing
0.37,4/29/2023,Restaurant
1.25,8/20/2023,Clothing
1.14,6/26/2023,Clothing
8.53,5/18/2023,Travel
0.40,2/20/2023,Cosmetic
2.75,4/3/2023,Clothing
0.34,6/25/2023,Restaurant
2.68,10/12/2023,Market
5.30,6/11/2023,Electronics
3.83,5/3/2023,Market
1.02,2/26/2023,Restaurant
0.32,5/6/2023,Clothing
4.77,3/31/2023,Electronics
1.84,8/11/2023,Clothing
4.51,6/25/2023,Market
4.83,7/21/2023,Travel
15.43,7/12/2023,Travel
0.63,2/7/2023,Cosmetic
0.84,8/23/2023,Clothing
0.65,7/9/2023,Clothing
8.30,5/14/2023,Electronics
1.67,2/24/2023,Clothing
1.59,3/20/2023,Electronics
0.26,9/12/2023,Restaurant
8.56,8/20/2023,Electronics
0.06,5/27/2023,Market
9.16,10/13/2023,Electronics
6.91,6/3/2023,Electronics
0.60,6/13/2023,Cosmetic
5.33,1/12/2023,Electronics
27.42,8/4/2023,Travel
31.68,8/4/2023,Travel
3.37,5/22/2023,Clothing
3.94,8/7/2023,Electronics
11.55,4/15/2023,Electronics
23.01,3/18/2023,Travel
1.49,10/14/2023,Electronics
1.15,6/19/2023,Restaurant
23.82,6/19/2023,Travel
16.45,3/1/2023,Travel
1.16,1/17/2023,Restaurant
2.72,8/28/2023,Electronics
0.59,10/9/2023,Clothing
13.81,2/19/2023,Travel
20.35,6/15/2023,Travel
0.49,1/24/2023,Restaurant
2.41,4/19/2023,Electronics
2.60,1/19/2023,Clothing
0.65,6/15/2023,Market
1.44,8/29/2023,Clothing
32.93,5/2/2023,Travel
5.69,5/21/2023,Electronics
0.36,4/24/2023,Restaurant
0.99,5/9/2023,Clothing
0.66,10/2/2023,Cosmetic
2.25,1/4/2023,Market
8.94,1/7/2023,Electronics
0.98,9/4/2023,Restaurant
0.52,2/21/2023,Restaurant
2.28,8/31/2023,Cosmetic
5.29,6/3/2023,Market
2.13,2/26/2023,Clothing
0.99,1/26/2023,Cosmetic
35.22,6/28/2023,Travel
7.05,2/13/2023,Electronics
0.36,4/9/2023,Restaurant
1.10,2/21/2023,Restaurant
3.82,2/16/2023,Market
4.37,2/24/2023,Electronics
23.93,8/27/2023,Travel
0.92,8/14/2023,Restaurant
30.67,6/26/2023,Travel
1.70,10/1/2023,Clothing
26.33,3/6/2023,Travel
2.65,9/20/2023,Clothing
1.11,7/13/2023,Cosmetic
6.54,9/21/2023,Electronics
5.02,6/16/2023,Travel
11.25,3/20/2023,Electronics
0.72,1/1/2023,Restaurant
4.93,2/14/2023,Market
24.09,8/1/2023,Travel
1.63,9/18/2023,Cosmetic
0.73,8/14/2023,Cosmetic
1.20,2/7/2023,Market
0.86,7/14/2023,Clothing
3.35,6/19/2023,Market
1.01,8/11/2023,Cosmetic
26.88,3/13/2023,Travel
3.41,2/7/2023,Clothing
0.89,3/9/2023,Restaurant
3.47,7/4/2023,Market
12.01,9/23/2023,Travel
0.88,10/1/2023,Restaurant
1.01,1/17/2023,Restaurant
1.16,5/10/2023,Restaurant
0.90,2/4/2023,Cosmetic
0.88,4/15/2023,Restaurant
4.98,6/14/2023,Market
3.29,3/22/2023,Market
0.76,5/8/2023,Cosmetic
2.49,5/6/2023,Market
6.17,8/25/2023,Travel
11.07,2/13/2023,Electronics
33.51,8/2/2023,Travel
6.32,2/6/2023,Electronics
2.29,9/9/2023,Clothing
0.30,7/22/2023,Cosmetic
1.49,7/20/2023,Clothing
2.99,5/17/2023,Electronics
2.13,8/10/2023,Cosmetic
1.65,3/20/2023,Cosmetic
26.17,7/6/2023,Travel
0.97,9/12/2023,Electronics
28.12,2/28/2023,Travel
0.36,10/5/2023,Restaurant
5.87,9/17/2023,Electronics
0.29,6/12/2023,Restaurant
0.16,7/7/2023,Restaurant
3.28,5/15/2023,Clothing
1.81,7/28/2023,Cosmetic
1.03,6/28/2023,Cosmetic
1.10,9/15/2023,Cosmetic
3.14,7/10/2023,Market
0.63,2/20/2023,Clothing
1.54,3/16/2023,Cosmetic
0.69,1/9/2023,Restaurant
2.09,3/30/2023,Clothing
1.25,3/26/2023,Cosmetic
7.01,1/10/2023,Electronics
0.82,4/14/2023,Restaurant
17.60,8/3/2023,Travel
0.27,4/2/2023,Restaurant
7.31,2/18/2023,Electronics
15.65,7/15/2023,Travel
10.01,6/23/2023,Electronics
1.57,5/30/2023,Electronics
0.66,5/10/2023,Restaurant
1.83,2/7/2023,Electronics
0.62,3/29/2023,Restaurant
4.86,8/17/2023,Electronics
0.72,3/19/2023,Restaurant
0.69,6/7/2023,Clothing
1.06,3/16/2023,Restaurant
27.39,8/19/2023,Travel
28.06,3/12/2023,Travel
1.56,1/22/2023,Market
4.72,3/12/2023,Market
1.10,9/8/2023,Restaurant
2.00,5/26/2023,Clothing
3.78,6/5/2023,Travel
0.26,9/25/2023,Restaurant
3.17,6/11/2023,Market
1.62,5/28/2023,Cosmetic
4.92,10/4/2023,Travel
1.05,7/13/2023,Restaurant
15.59,2/22/2023,Travel
2.06,2/26/2023,Market
10.20,1/23/2023,Electronics
1.23,8/13/2023,Market
0.11,7/18/2023,Market
5.61,2/8/2023,Travel
10.45,2/24/2023,Electronics
5.86,3/29/2023,Electronics
0.78,9/12/2023,Cosmetic
2.59,5/10/2023,Market
0.56,5/12/2023,Clothing
3.13,5/18/2023,Market
